BPCI ID,Global Number,Topic Number,Topic,Text,Response
5924-0001,65,1,Beneficiary Impact,"Has the Participant implemented a system to request, track and respond to complaints made by BPCI Advanced Beneficiaries? [The complaint process in place does not have to be solely for Beneficiaries in the BPCI Advanced Model. However the current complaint system in place must track complaints made by Beneficiaries in the BPCI Advanced Model.]",Yes; using new system
5924-0001,66,2,Beneficiary Impact,"If selected 'Yes' to question 1, do you believe that current processes in place appropriately monitor and address those complaints?",Agree
5924-0001,67,3,Beneficiary Impact,"Has the Participant received any complaints related to the established system for tracking Beneficiary complaints? (E.g., a beneficiary complained that their complaint was not resolved quickly enough.)",No
5924-0001,68,4,Beneficiary Impact,Quality - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,69,4,Beneficiary Impact,Safety - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,70,4,Beneficiary Impact,Timing and Access - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,71,4,Beneficiary Impact,Communication - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,72,4,Beneficiary Impact,Compassion/Caring - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,73,4,Beneficiary Impact,Patient Rights - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,74,4,Beneficiary Impact,Other - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Not Selected/ Not Answered
5924-0001,75,4,Beneficiary Impact,N/A; we have not received any complaints from Beneficiaries - Please select the categories to which complaints the Participant has received from BPCI Advanced Beneficiaries align. Please select all that apply.,Yes
5924-0001,76,1,Document Submission,Is there a designated person(s) for submitting BPCI Advanced required documentation to CMS?,Yes
5924-0001,77,2,Document Submission,Please provide any barriers or challenges associated with submitting required documentation.,"A challenge we have identified is the inability to have a more automatedresponse/document submission system. Having to access each BPIDindividually without an available reference point to indicate those which havebeen completed is excessively time consuming, especially with multipleEpisode Initiators."
5924-0001,78,3,Document Submission,Is there a designated person(s) for coordinating clinical document requests from the Participant and its Downstream Episode Initiators and other clinical partners?,Yes
5924-0001,79,1,Self-disclosed Investigations or Sanctions,Is the Participant or any of its BPCI Advanced partners under any investigations or subject to sanctions that have not been reported to CMS?,No
5924-0001,80,1,Other Issues Not Previously Listed,"Please describe issues, challenges or barriers associated with implementation of the BPCI Advanced Model that have not being discussed above.",Receiving timely notifications when new or updated materials become availableon the various BPCI Advanced portals or the public website.
5924-0001,-1,0,General Information,BPID,5924-0001
5924-0001,0,1,General Information,Organization Legal Name,"Fusion5, Inc."
5924-0001,1,1,General Information Requested,Does the Participant have current or past experience with CMS Innovation Center models and/or Medicare demonstrations beyond BPCI Advanced?,Yes
5924-0001,2,2,General Information Requested,Does the Participant have experience with value-based care beyond CMS Innovation Center models and/or Medicare demonstrations?,Yes
5924-0001,3,1,Organization Legal or Identification Changes,"Has the Participant, or any of its Downstream Episode Initiators, NPRA Sharing Partners, or BPCI Advanced Entities, had a legal name change, change of control or change of tax identifier in the last year?",No
5924-0001,4,2,Organization Legal or Identification Changes,"If selected 'Yes' to question 1, have you reported these changes to CMS? [If your response to this question is 'no', please provide written notice of changes to CMS via email (BPCIAdvanced@cms.hhs.gov). Instruction and additional information are located under Article 3 of the Participation Agreement].",NA; we didn't have any changes
5924-0001,5,1,Participant Profile,Does the Participant anticipate making any additional changes to the list of Episode Initiators within the Participant Profile effective for Model Year 3?,No
5924-0001,6,2,Participant Profile,Is the Participant likely to add Clinical Episodes within the Participant Profile effective for Model Year 3?,Unsure
5924-0001,7,3,Participant Profile,Is the Participant likely to remove Clinical Episodes from the Participant Profile effective for Model Year 3?,Unsure
5924-0001,8,1,Care Redesign Plan,The Participant is on track to implement selected Care Redesign interventions within the timeframes indicated within the Care Redesign Plan.,Agree
5924-0001,9,2,Care Redesign Plan,Please provide 2-3 sentences below describing the progress of your high priority Care Redesign Interventions:,"Each of our high priority care redesign interventions were linked to thecompletion of the eFusion Care Navigation software platform. eFusion iscurrently functional and continues to evolve concurrent with model anduser needs. As such, each of the high priority care redesigninterventions has been achieved in the time frame indicated in the CRP."
5924-0001,10,3,Care Redesign Plan,Do you have concerns regarding implementation of any identified Care Redesign Interventions?,No
5924-0001,11,4,Care Redesign Plan,"Please use the comment box below to provide additional details regarding successes, challenges, and/or barriers to Care Redesign Interventions.",We have no concerns regarding implementation of Care Redesign Interventions.Each general intervention is proceeding as expected. No particular barriershave been identified.
5924-0001,12,1,CEHRT Use,"The Participant and/or the Downstream Episode Initiator(s) is on track to implement Certified Electronic Health Record Technology (CEHRT) in a manner sufficient to meet the applicable requirements of the Advanced Alternative Payment Model criterion under 42 C.F.R. & 414.1415(a)(1)(i). To meet this criterion, at least 75 percent of eligible clinicians in each participating APM Entity group, or each hospital if hospitals are the APM Entities, to use CEHRT to document and communicate clinical care.",Yes
